inverter_id,sigma_key,acute_sigma,fallback_acute_sigma
INV 01.03.016,250-450|8-18,0.03483214178970274,0.1000233083356748
INV 01.03.016,450-650|18-30,0.035573677676271405,0.08973656302677488
INV 01.03.016,450-650|30-45,0.03706210590598473,0.04883495794712288
INV 01.03.016,450-650|45-60,0.05898646354102918,0.07038963345783898
INV 01.03.016,450-650|60+,0.06403083094310501,0.07136301036596528
INV 01.03.016,450-650|8-18,0.03037208560630406,0.1372128463078021
INV 01.03.016,650-850|18-30,0.044719693938674296,0.10751440332856578
INV 01.03.016,650-850|30-45,0.03511785165805149,0.07156294158184144
INV 01.03.016,650-850|45-60,0.050615631702273844,0.06061827031721666
INV 01.03.016,650-850|60+,0.08147690184981214,0.10214543936986327
INV 01.03.016,850+|18-30,0.015,0.0947144412693271
INV 01.03.016,850+|30-45,0.053711406094958704,0.07565919066554155
INV 01.03.016,850+|45-60,0.038107026581731714,0.04672800592078137
INV 01.03.016,850+|60+,0.05221138043222441,0.058460825850471215
INV 01.03.017,100-250|18-30,0.019805256316887898,0.06952106257363422
INV 01.03.017,100-250|30-45,0.0164772110060456,0.06781641380299933
INV 01.03.017,100-250|45-60,0.015,0.06532721967558715
INV 01.03.017,100-250|60+,0.015,0.0640809484748495
INV 01.03.017,100-250|8-18,0.02583290562925446,0.06215604808830127
INV 01.03.017,250-450|18-30,0.030827401870345272,0.06178241449859519
INV 01.03.017,250-450|30-45,0.0360246522762462,0.06307393098444204
INV 01.03.017,250-450|45-60,0.0335216908719524,0.059257601942802426
INV 01.03.017,250-450|60+,0.03703523627969054,0.05731078384062489
INV 01.03.017,250-450|8-18,0.07961625343594415,0.1000233083356748
INV 01.03.017,450-650|18-30,0.10556838260790315,0.08973656302677488
INV 01.03.017,450-650|30-45,0.03718689352273202,0.04883495794712288
INV 01.03.017,450-650|45-60,0.06044201993600799,0.07038963345783898
INV 01.03.017,450-650|60+,0.06593459167818275,0.07136301036596528
INV 01.03.017,450-650|8-18,0.1264423890259148,0.1372128463078021
INV 01.03.017,650-850|18-30,0.05728151860722058,0.10751440332856578
INV 01.03.017,650-850|30-45,0.03587113814988617,0.07156294158184144
INV 01.03.017,650-850|45-60,0.051605301480076006,0.06061827031721666
INV 01.03.017,650-850|60+,0.08348302589070278,0.10214543936986327
INV 01.03.017,850+|18-30,0.016446425214507666,0.0947144412693271
INV 01.03.017,850+|30-45,0.047718142402908635,0.07565919066554155
INV 01.03.017,850+|45-60,0.0389912752565619,0.04672800592078137
INV 01.03.017,850+|60+,0.053716619511553786,0.058460825850471215
INV 01.03.018,100-250|18-30,0.020926620005226704,0.06952106257363422
INV 01.03.018,100-250|30-45,0.021525446843561728,0.06781641380299933
INV 01.03.018,100-250|45-60,0.015,0.06532721967558715
INV 01.03.018,100-250|60+,0.015,0.0640809484748495
INV 01.03.018,100-250|8-18,0.029231105301880164,0.06215604808830127
INV 01.03.018,250-450|18-30,0.04144399076494217,0.06178241449859519
INV 01.03.018,250-450|30-45,0.04448209033059698,0.06307393098444204
INV 01.03.018,250-450|45-60,0.03477007104331383,0.059257601942802426
INV 01.03.018,250-450|60+,0.03967672450985127,0.05731078384062489
INV 01.03.018,250-450|8-18,0.057283494141841085,0.1000233083356748
INV 01.03.018,450-650|18-30,0.07358425655343456,0.08973656302677488
INV 01.03.018,450-650|30-45,0.04766778635923608,0.04883495794712288
INV 01.03.018,450-650|45-60,0.061563528183525965,0.07038963345783898
